latin_name,year,shift,depth_m,cpue
Crangon alaskensis,2017,dawn,50,1.4723597911926114
Crangon alaskensis,2017,dawn,70,6.692544505420961
Crangon alaskensis,2017,evening,10,0.6692544505420961
Crangon alaskensis,2017,evening,25,0.40155267032525765
Crangon alaskensis,2017,evening,50,3.2124213626020612
Crangon alaskensis,2017,evening,70,4.149377593360996
Crangon alaskensis,2017,morning,10,0.5354035604336769
Crangon alaskensis,2017,morning,25,0.13385089010841922
Crangon alaskensis,2017,morning,50,0.13385089010841922
Crangon alaskensis,2017,morning,70,6.4248427252041225
Crangon alaskensis,2017,night,10,4.283228483469415
Crangon alaskensis,2017,night,25,3.078570472493642
Crangon alaskensis,2017,night,50,1.3385089010841922
Crangon alaskensis,2017,night,70,6.558693615312542
Crangon alaskensis,2018,afternoon,10,0.4048582995951417
Crangon alaskensis,2018,afternoon,25,0.1349527665317139
Crangon alaskensis,2018,afternoon,50,1.349527665317139
Crangon alaskensis,2018,afternoon,70,3.2388663967611335
Crangon alaskensis,2018,dawn,10,0.2699055330634278
Crangon alaskensis,2018,dawn,25,0.2699055330634278
Crangon alaskensis,2018,dawn,50,4.048582995951417
Crangon alaskensis,2018,dawn,70,7.827260458839406
Crangon alaskensis,2018,evening,10,0.1349527665317139
Crangon alaskensis,2018,evening,25,0.2699055330634278
Crangon alaskensis,2018,evening,50,6.0728744939271255
Crangon alaskensis,2018,evening,70,13.900134952766532
Crangon alaskensis,2018,morning,25,0.2699055330634278
Crangon alaskensis,2018,morning,50,9.986504723346828
Crangon alaskensis,2018,night,25,3.2388663967611335
Crangon alaskensis,2018,night,50,6.342780026990553
Crangon alaskensis,2018,night,70,25.641025641025642
Crangon alaskensis,2019,afternoon,25,0.27027027027027023
Crangon alaskensis,2019,afternoon,50,4.45945945945946
Crangon alaskensis,2019,afternoon,70,0.4054054054054054
Crangon alaskensis,2019,dawn,10,0.4054054054054054
Crangon alaskensis,2019,dawn,25,7.972972972972973
Crangon alaskensis,2019,dawn,50,0.13513513513513511
Crangon alaskensis,2019,evening,10,0.8108108108108107
Crangon alaskensis,2019,evening,25,5.27027027027027
Crangon alaskensis,2019,evening,50,0.27027027027027023
Crangon alaskensis,2019,evening,70,3.6486486486486487
Crangon alaskensis,2019,morning,25,2.2972972972972974
Crangon alaskensis,2019,morning,70,3.918918918918919
Crangon alaskensis,2019,night,10,13.513513513513512
Crangon alaskensis,2019,night,25,16.216216216216214
Crangon alaskensis,2019,night,50,13.513513513513512
Crangon alaskensis,2019,night,70,7.837837837837838
Pandalus eous / jordani,1999,afternoon,50,0.13513513513513511
Pandalus eous / jordani,1999,afternoon,70,2.162162162162162
Pandalus eous / jordani,1999,dawn,50,0.8108108108108107
Pandalus eous / jordani,1999,dawn,70,1.3513513513513513
Pandalus eous / jordani,1999,evening,50,0.27027027027027023
Pandalus eous / jordani,1999,night,50,2.2972972972972974
Pandalus eous / jordani,1999,night,70,0.5405405405405405
Pandalus eous / jordani,2001,afternoon,70,1.7567567567567566
Pandalus eous / jordani,2001,dawn,50,0.5405405405405405
Pandalus eous / jordani,2001,dawn,70,1.7567567567567566
Pandalus eous / jordani,2001,evening,50,0.13513513513513511
Pandalus eous / jordani,2001,night,10,0.13513513513513511
Pandalus eous / jordani,2001,night,70,0.8108108108108107
Pandalus eous / jordani,2002,afternoon,50,1.4864864864864864
Pandalus eous / jordani,2002,dawn,50,0.8108108108108107
Pandalus eous / jordani,2002,dawn,70,1.6216216216216215
Pandalus eous / jordani,2002,evening,50,0.9459459459459459
Pandalus eous / jordani,2002,evening,70,4.864864864864865
Pandalus eous / jordani,2002,morning,50,0.5405405405405405
Pandalus eous / jordani,2002,morning,70,1.6216216216216215
Pandalus eous / jordani,2002,night,25,0.4054054054054054
Pandalus eous / jordani,2002,night,70,1.7567567567567566
Pandalus eous / jordani,2003,dawn,50,0.136986301369863
Pandalus eous / jordani,2003,dawn,70,16.986301369863014
Pandalus eous / jordani,2003,morning,70,21.78082191780822
Pandalus eous / jordani,2003,night,50,6.8493150684931505
Pandalus eous / jordani,2003,night,70,1.2328767123287672
Pandalus eous / jordani,2004,dawn,50,0.27027027027027023
Pandalus eous / jordani,2004,morning,50,0.13513513513513511
Pandalus eous / jordani,2004,night,50,0.27027027027027023
Pandalus eous / jordani,2004,night,70,0.13513513513513511
Pandalus eous / jordani,2005,afternoon,70,2.5675675675675675
Pandalus eous / jordani,2005,dawn,70,2.162162162162162
Pandalus eous / jordani,2005,evening,70,2.2972972972972974
Pandalus eous / jordani,2005,morning,70,2.2972972972972974
Pandalus eous / jordani,2005,night,10,0.27027027027027023
Pandalus eous / jordani,2005,night,70,3.6486486486486487
Pandalus eous / jordani,2006,afternoon,70,8.963210702341138
Pandalus eous / jordani,2006,dawn,10,0.13377926421404682
Pandalus eous / jordani,2006,dawn,50,0.5351170568561873
Pandalus eous / jordani,2006,dawn,70,2.140468227424749
Pandalus eous / jordani,2006,evening,70,1.0702341137123745
Pandalus eous / jordani,2006,morning,50,0.13377926421404682
Pandalus eous / jordani,2006,morning,70,0.13377926421404682
Pandalus eous / jordani,2006,night,50,11.237458193979935
Pandalus eous / jordani,2006,night,70,0.6688963210702341
Pandalus eous / jordani,2007,afternoon,70,6.081081081081081
Pandalus eous / jordani,2007,evening,70,1.4864864864864864
Pandalus eous / jordani,2007,night,50,1.081081081081081
Pandalus eous / jordani,2007,night,70,3.378378378378378
Pandalus eous / jordani,2008,afternoon,70,8.783783783783784
Pandalus eous / jordani,2008,dawn,70,6.891891891891891
Pandalus eous / jordani,2008,evening,70,4.594594594594595
Pandalus eous / jordani,2008,morning,70,2.0270270270270268
Pandalus eous / jordani,2008,night,50,2.2972972972972974
Pandalus eous / jordani,2008,night,70,7.702702702702703
Pandalus eous / jordani,2009,afternoon,70,7.4324324324324325
Pandalus eous / jordani,2009,evening,50,0.13513513513513511
Pandalus eous / jordani,2009,evening,70,0.8108108108108107
Pandalus eous / jordani,2009,morning,50,0.13513513513513511
Pandalus eous / jordani,2009,morning,70,8.108108108108107
Pandalus eous / jordani,2009,night,10,2.2972972972972974
Pandalus eous / jordani,2009,night,50,3.7837837837837838
Pandalus eous / jordani,2010,afternoon,70,12.484897301651229
Pandalus eous / jordani,2010,morning,70,12.350651094106592
Pandalus eous / jordani,2010,night,50,2.14793932071419
Pandalus eous / jordani,2010,night,70,2.819170358437374
Pandalus eous / jordani,2011,dawn,25,4.605263157894737
Pandalus eous / jordani,2011,evening,50,8.223684210526315
Pandalus eous / jordani,2011,evening,70,1.644736842105263
Pandalus eous / jordani,2011,morning,50,0.4934210526315789
Pandalus eous / jordani,2011,morning,70,1.8092105263157894
Pandalus eous / jordani,2012,dawn,70,3.4904013961605584
Pandalus eous / jordani,2012,evening,70,4.29587864142838
Pandalus eous / jordani,2012,morning,70,5.2356020942408374
Pandalus eous / jordani,2013,afternoon,70,37.639467670385805
Pandalus eous / jordani,2013,dawn,70,56.055921494824574
Pandalus eous / jordani,2013,evening,70,0.5377066810055114
Pandalus eous / jordani,2013,morning,70,44.495227853206075
Pandalus eous / jordani,2013,night,50,0.13442667025137786
Pandalus eous / jordani,2013,night,70,5.914773491060626
Pandalus eous / jordani,2014,afternoon,70,41.89650643551353
Pandalus eous / jordani,2014,dawn,70,12.214342001576044
Pandalus eous / jordani,2014,evening,70,3.0207512477016025
Pandalus eous / jordani,2014,morning,70,13.527712109272393
Pandalus eous / jordani,2014,night,50,4.202784344628316
Pandalus eous / jordani,2014,night,70,3.414762280010507
Pandalus eous / jordani,2015,afternoon,70,68.76254180602007
Pandalus eous / jordani,2015,dawn,70,29.96655518394649
Pandalus eous / jordani,2015,evening,70,19.531772575250837
Pandalus eous / jordani,2015,morning,50,0.13377926421404682
Pandalus eous / jordani,2015,morning,70,30.635451505016725
Pandalus eous / jordani,2015,night,50,0.9364548494983278
Pandalus eous / jordani,2015,night,70,11.906354515050168
Pandalus eous / jordani,2016,afternoon,50,40.64171122994652
Pandalus eous / jordani,2016,dawn,50,15.641711229946523
Pandalus eous / jordani,2016,dawn,70,96.79144385026737
Pandalus eous / jordani,2016,evening,70,1.3368983957219251
Pandalus eous / jordani,2016,morning,50,16.844919786096256
Pandalus eous / jordani,2016,morning,70,34.62566844919786
Pandalus eous / jordani,2016,night,70,5.614973262032085
Pandalus eous / jordani,2017,afternoon,70,40.69067059295944
Pandalus eous / jordani,2017,dawn,70,33.99812608753848
Pandalus eous / jordani,2017,morning,70,31.856511845803773
Pandalus eous / jordani,2017,night,25,0.13385089010841922
Pandalus eous / jordani,2017,night,50,1.4723597911926114
Pandalus eous / jordani,2017,night,70,2.543166912059965
Pandalus eous / jordani,2018,afternoon,70,13.360323886639677
Pandalus eous / jordani,2018,dawn,70,14.709851551956815
Pandalus eous / jordani,2018,evening,70,7.017543859649122
Pandalus eous / jordani,2018,morning,50,10.39136302294197
Pandalus eous / jordani,2018,night,50,0.4048582995951417
Pandalus eous / jordani,2018,night,70,9.581646423751687
Pandalus eous / jordani,2019,afternoon,25,0.13513513513513511
Pandalus eous / jordani,2019,afternoon,50,0.13513513513513511
Pandalus eous / jordani,2019,afternoon,70,7.972972972972973
Pandalus eous / jordani,2019,dawn,70,5.945945945945946
Pandalus eous / jordani,2019,evening,70,8.243243243243242
Pandalus eous / jordani,2019,morning,70,82.29729729729729
Pandalus eous / jordani,2019,night,70,17.16216216216216
Pandalus platyceros,2000,evening,70,0.5051355447044957
Pandalus platyceros,2000,night,70,1.515406634113487
Pandalus platyceros,2001,dawn,70,0.13513513513513511
Pandalus platyceros,2001,evening,70,2.5675675675675675
Pandalus platyceros,2001,morning,70,2.162162162162162
Pandalus platyceros,2001,night,70,0.5405405405405405
Pandalus platyceros,2002,morning,70,0.27027027027027023
Pandalus platyceros,2003,dawn,70,0.136986301369863
Pandalus platyceros,2004,evening,70,0.13513513513513511
Pandalus platyceros,2004,morning,70,0.13513513513513511
Pandalus platyceros,2005,afternoon,70,0.5405405405405405
Pandalus platyceros,2005,dawn,70,0.6756756756756757
Pandalus platyceros,2005,evening,70,4.864864864864865
Pandalus platyceros,2005,morning,70,0.9459459459459459
Pandalus platyceros,2006,afternoon,70,1.2040133779264215
Pandalus platyceros,2006,dawn,70,1.605351170568562
Pandalus platyceros,2006,evening,70,0.4013377926421405
Pandalus platyceros,2006,morning,70,0.26755852842809363
Pandalus platyceros,2007,afternoon,70,1.2162162162162162
Pandalus platyceros,2007,evening,70,0.27027027027027023
Pandalus platyceros,2007,night,70,0.27027027027027023
Pandalus platyceros,2008,afternoon,70,3.243243243243243
Pandalus platyceros,2008,evening,70,3.6486486486486487
Pandalus platyceros,2008,night,50,0.4054054054054054
Pandalus platyceros,2008,night,70,1.3513513513513513
Pandalus platyceros,2009,afternoon,50,0.27027027027027023
Pandalus platyceros,2009,afternoon,70,0.27027027027027023
Pandalus platyceros,2009,evening,70,0.6756756756756757
Pandalus platyceros,2010,evening,70,0.4027386226339106
Pandalus platyceros,2011,dawn,25,0.4934210526315789
Pandalus platyceros,2011,evening,70,12.171052631578947
Pandalus platyceros,2011,morning,50,3.4539473684210527
Pandalus platyceros,2011,morning,70,1.4802631578947367
Pandalus platyceros,2012,afternoon,70,1.073969660357095
Pandalus platyceros,2012,dawn,50,0.13424620754463687
Pandalus platyceros,2012,dawn,70,0.5369848301785475
Pandalus platyceros,2012,evening,70,0.13424620754463687
Pandalus platyceros,2012,morning,70,1.6109544905356423
Pandalus platyceros,2012,night,50,0.5369848301785475
Pandalus platyceros,2012,night,70,0.4027386226339106
Pandalus platyceros,2013,afternoon,50,0.6721333512568893
Pandalus platyceros,2013,afternoon,70,0.8065600215082672
Pandalus platyceros,2013,dawn,25,0.13442667025137786
Pandalus platyceros,2013,dawn,70,7.796746874579917
Pandalus platyceros,2013,evening,25,0.13442667025137786
Pandalus platyceros,2013,evening,50,0.13442667025137786
Pandalus platyceros,2013,evening,70,23.793520634493884
Pandalus platyceros,2013,morning,70,1.6131200430165344
Pandalus platyceros,2013,night,50,0.13442667025137786
Pandalus platyceros,2013,night,70,66.40677510418067
Pandalus platyceros,2014,afternoon,70,9.324927764644077
Pandalus platyceros,2014,dawn,50,1.3133701076963489
Pandalus platyceros,2014,dawn,70,2.7580772261623325
Pandalus platyceros,2014,evening,50,1.9700551615445232
Pandalus platyceros,2014,evening,70,6.698187549251379
Pandalus platyceros,2014,morning,70,5.384817441555031
Pandalus platyceros,2014,night,50,0.5253480430785396
Pandalus platyceros,2014,night,70,9.324927764644077
Pandalus platyceros,2015,afternoon,50,0.4013377926421405
Pandalus platyceros,2015,afternoon,70,1.0702341137123745
Pandalus platyceros,2015,dawn,50,1.0702341137123745
Pandalus platyceros,2015,evening,50,0.802675585284281
Pandalus platyceros,2015,evening,70,2.140468227424749
Pandalus platyceros,2015,morning,50,0.26755852842809363
Pandalus platyceros,2015,morning,70,5.217391304347826
Pandalus platyceros,2015,night,70,1.0702341137123745
Pandalus platyceros,2016,afternoon,50,10.962566844919785
Pandalus platyceros,2016,dawn,50,2.6737967914438503
Pandalus platyceros,2016,dawn,70,7.219251336898395
Pandalus platyceros,2016,evening,50,1.4705882352941175
Pandalus platyceros,2016,evening,70,2.406417112299465
Pandalus platyceros,2016,morning,70,1.6042780748663101
Pandalus platyceros,2016,night,25,0.1336898395721925
Pandalus platyceros,2016,night,70,9.759358288770052
Pandalus platyceros,2017,afternoon,70,17.13291393387766
Pandalus platyceros,2017,dawn,50,0.5354035604336769
Pandalus platyceros,2017,dawn,70,10.708071208673537
Pandalus platyceros,2017,evening,10,0.13385089010841922
Pandalus platyceros,2017,evening,50,3.3462722527104805
Pandalus platyceros,2017,evening,70,2.0077633516262883
Pandalus platyceros,2017,morning,70,16.463659483335565
Pandalus platyceros,2017,night,50,0.9369562307589345
Pandalus platyceros,2017,night,70,1.204658010975773
Pandalus platyceros,2018,afternoon,50,0.6747638326585695
Pandalus platyceros,2018,afternoon,70,3.508771929824561
Pandalus platyceros,2018,dawn,50,8.232118758434547
Pandalus platyceros,2018,dawn,70,14.304993252361673
Pandalus platyceros,2018,evening,50,5.263157894736842
Pandalus platyceros,2018,evening,70,5.668016194331984
Pandalus platyceros,2018,morning,50,5.802968960863698
Pandalus platyceros,2018,night,50,9.986504723346828
Pandalus platyceros,2018,night,70,2.1592442645074224
Pandalus platyceros,2019,afternoon,50,0.4054054054054054
Pandalus platyceros,2019,afternoon,70,60.27027027027027
Pandalus platyceros,2019,dawn,50,52.2972972972973
Pandalus platyceros,2019,evening,50,1.4864864864864864
Pandalus platyceros,2019,evening,70,22.16216216216216
Pandalus platyceros,2019,morning,50,43.78378378378378
Pandalus platyceros,2019,night,50,57.29729729729729
Pandalus platyceros,2019,night,70,18.37837837837838
